date,amount,type,contra_account_name,message_for_recipient,ks,vs,ss,note,entity_name,text,prediction_new_data
2021-02-22,-500,Karetní transakce,"","Nákup: FACEBK *8SGJYZEZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  500.00 CZK",,6981,,"Nákup: FACEBK *8SGJYZEZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  500.00 CZK",trikolora,"Nakup: FACEBK *8SGJYZEZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, castka 500.00 CZK Nakup: FACEBK *8SGJYZEZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, castka 500.00 CZK",f
2021-02-22,-500,Karetní transakce,"","Nákup: FACEBK *35QGYZEZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  500.00 CZK",,6981,,"Nákup: FACEBK *35QGYZEZV2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, částka  500.00 CZK",trikolora,"Nakup: FACEBK *35QGYZEZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, castka 500.00 CZK Nakup: FACEBK *35QGYZEZV2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.2.2021, castka 500.00 CZK",f
2021-02-17,-181500,Bezhotovostní platba,"",Trikolóra,308,210100032,0,Zajištění bannerů pro propagaci hnutí (OUR MEDIA a.s.),trikolora,Trikolora Zajisteni banneru pro propagaci hnuti (OUR MEDIA a.s.),o
2021-02-17,3e+05,Platba převodem uvnitř banky,Trikolóra hnutí občanů,převod na transparentní výdajový účet,,,,převod na transparentní výdajový účet,trikolora,prevod na transparentni vydajovy ucet prevod na transparentni vydajovy ucet,d
2021-02-10,-31460,Platba převodem uvnitř banky,"",Trikolóra,,2021006,7,Grafické práce (OLMK) PPJ net s.r.o.),trikolora,Trikolora Graficke prace (OLMK) PPJ net s.r.o.),p
2021-02-10,50000,Platba převodem uvnitř banky,Trikolóra hnutí občanů,převod na transparentní výdajový účet,,,,převod na transparentní výdajový účet,trikolora,prevod na transparentni vydajovy ucet prevod na transparentni vydajovy ucet,d
2021-02-03,-448,Karetní transakce,"","Nákup: Alza.cz a.s.,  Jankovcova 53, Prague, 170 00, CZE, dne 2.2.2021, částka  448.00 CZK",,6981,,"Nákup: Alza.cz a.s.,  Jankovcova 53, Prague, 170 00, CZE, dne 2.2.2021, částka  448.00 CZK",trikolora,"Nakup: Alza.cz a.s., Jankovcova 53, Prague, 170 00, CZE, dne 2.2.2021, castka 448.00 CZK Nakup: Alza.cz a.s., Jankovcova 53, Prague, 170 00, CZE, dne 2.2.2021, castka 448.00 CZK",d
2021-02-02,5000,Platba převodem uvnitř banky,Trikolóra hnutí občanů,Převod prostředků na volební výdajový účet,,,,Převod prostředků na volební výdajový účet,trikolora,Prevod prostredku na volebni vydajovy ucet Prevod prostredku na volebni vydajovy ucet,d
2021-01-22,-181500,Bezhotovostní platba,"",Trikolóra,308,210100008,0,Zajištění bannerů pro propagaci hnutí (OUR MEDIA a.s.),trikolora,Trikolora Zajisteni banneru pro propagaci hnuti (OUR MEDIA a.s.),o
2021-01-22,182000,Platba převodem uvnitř banky,Trikolóra hnutí občanů,převod na transparentní výdajový účet,,,,převod na transparentní výdajový účet,trikolora,prevod na transparentni vydajovy ucet prevod na transparentni vydajovy ucet,d
2021-08-05,38621,Platba převodem uvnitř banky,Strana zelených,převod prostředků z darového účtu na volební účet SZ - volby do PS PČR 2021,,100702021,569810,převod prostředků z darového účtu na volební účet SZ - volby do PS PČR 2021,zeleni,prevod prostredku z daroveho uctu na volebni ucet SZ - volby do PS PCR 2021 prevod prostredku z daroveho uctu na volebni ucet SZ - volby do PS PCR 2021,d
2021-08-05,-786.5,Platba převodem uvnitř banky,"",FA 2021-0009 - pronájem komunikačních přístrojů,,20210009,,"SZ - Prague Whispers, s. r. o.",zeleni,"FA 2021-0009 - pronajem komunikacnich pristroju SZ - Prague Whispers, s. r. o.",d
2021-08-05,-43621,Bezhotovostní platba,"",FA 1-0070/2021 - propagační video,8,100702021,569810,"ZO Hradec Králové - Dimension advertising, s. r. o.",zeleni,"FA 1-0070/2021 - propagacni video ZO Hradec Kralove - Dimension advertising, s. r. o.",p
2021-08-05,-8415,Bezhotovostní platba,"",DPP 2021/07,,,,SZ - Martin Lekeš,zeleni,DPP 2021/07 SZ - Martin Lekes,d
2021-08-02,-44500,Okamžitá odchozí platba,"","FA 39 - kreativa, organizace kampaně",,39,,SZ - Robin Kvapil,zeleni,"FA 39 - kreativa, organizace kampane SZ - Robin Kvapil",p
2021-08-02,-604.95,Karetní transakce,"","Nákup: FACEBK *VG4DJ5XJK2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 31.7.2021, částka  604.95 CZK",,6211,,"Nákup: FACEBK *VG4DJ5XJK2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 31.7.2021, částka  604.95 CZK",zeleni,"Nakup: FACEBK *VG4DJ5XJK2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 31.7.2021, castka 604.95 CZK Nakup: FACEBK *VG4DJ5XJK2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 31.7.2021, castka 604.95 CZK",f
2021-07-31,-9,Poplatek - platební karta,"","Poplatek - dotaz na zůstatek v ATM: KB ATM N.W.CHURCHILA, PRAHA 3, CZE, dne 30.7.2021",,6211,,"Poplatek - dotaz na zůstatek v ATM: KB ATM N.W.CHURCHILA, PRAHA 3, CZE, dne 30.7.2021",zeleni,"Poplatek - dotaz na zustatek v ATM: KB ATM N.W.CHURCHILA, PRAHA 3, CZE, dne 30.7.2021 Poplatek - dotaz na zustatek v ATM: KB ATM N.W.CHURCHILA, PRAHA 3, CZE, dne 30.7.2021",d
2021-07-30,-7000,Okamžitá odchozí platba,"",FA 202122 - tlumočení na setkání s panem Nafrothem,,202122,,SZ - Markéta Kliková,zeleni,FA 202122 - tlumoceni na setkani s panem Nafrothem SZ - Marketa Klikova,d
2021-07-29,-771.02,Platba převodem uvnitř banky,"",FA 4127737457340392-7862816 - reklama na sociálních sítích,,,71,OLK - Facebook,zeleni,FA 4127737457340392-7862816 - reklama na socialnich sitich OLK - Facebook,o
2021-07-29,-257.48,Platba převodem uvnitř banky,"",FA 4003877176393082-7690079 - reklama na sociálních sítích,,,71,OLK - Facebook,zeleni,FA 4003877176393082-7690079 - reklama na socialnich sitich OLK - Facebook,o
2021-07-28,1028.5,Platba převodem uvnitř banky,Strana zelených,Převod prostředků KO OLK na volební účet SZ - volby do PS PČR 2021,,1,71,Převod prostředků KO OLK na volební účet SZ - volby do PS PČR 2021,zeleni,Prevod prostredku KO OLK na volebni ucet SZ - volby do PS PCR 2021 Prevod prostredku KO OLK na volebni ucet SZ - volby do PS PCR 2021,d
2021-07-28,5000,Platba převodem uvnitř banky,Strana zelených,Převod prostředků ZO Hradec Králové na volební účet SZ - volby do PS PČR 2021,,,569810,Převod prostředků ZO Hradec Králové na volební účet SZ - volby do PS PČR 2021,zeleni,Prevod prostredku ZO Hradec Kralove na volebni ucet SZ - volby do PS PCR 2021 Prevod prostredku ZO Hradec Kralove na volebni ucet SZ - volby do PS PCR 2021,d
2021-07-23,20847.45,Platba převodem uvnitř banky,Strana zelených,převod darů ZO P2 z darového účtu na volební účet SZ - volby do PS PČR 2021,,,500089,převod darů ZO P2 z darového účtu na volební účet SZ - volby do PS PČR 2021,zeleni,prevod daru ZO P2 z daroveho uctu na volebni ucet SZ - volby do PS PCR 2021 prevod daru ZO P2 z daroveho uctu na volebni ucet SZ - volby do PS PCR 2021,d
2021-07-23,-20847.45,Okamžitá odchozí platba,"",ZF 401000003547 - roznáška opozičních novin Praha 2,308,2021080080,500089,"ZO P2 - Česká pošta, s. p.",zeleni,"ZF 401000003547 - roznaska opozicnich novin Praha 2 ZO P2 - Ceska posta, s. p.",i
2021-07-22,-30000,Platba převodem uvnitř banky,"",vratka mylné platby - provozní účet KO JHČ,,,31,vratka mylné platby - provozní účet KO JHČ,zeleni,vratka mylne platby - provozni ucet KO JHC vratka mylne platby - provozni ucet KO JHC,d
2021-07-22,-2000,Platba převodem uvnitř banky,"",FA 20210002 - streaming zahájení kampaně,,20210002,,"SZ - Tvůrčí produkční skupina Remízek, z. s.",zeleni,"FA 20210002 - streaming zahajeni kampane SZ - Tvurci produkcni skupina Remizek, z. s.",d
2021-07-22,-4000,Bezhotovostní platba,"",FA 23/2021 - ozvučení a záznam tiskové konference,,232021,,SZ - Stanislav Abrahám,zeleni,FA 23/2021 - ozvuceni a zaznam tiskove konference SZ - Stanislav Abraham,d
2021-07-22,-5000,Platba převodem uvnitř banky,"",FA 20210023 - fotopráce - zahájení kampaně,8,20210023,,SZ - Jiří Sláma,zeleni,FA 20210023 - fotoprace - zahajeni kampane SZ - Jiri Slama,p
2021-07-20,-6630,Okamžitá odchozí platba,"",FA 20210013 - tajemnice KO JMK 2021/06,308,20210013,64,JMK - Lenka Zemanová,zeleni,FA 20210013 - tajemnice KO JMK 2021/06 JMK - Lenka Zemanova,d
2021-07-20,6630,Platba převodem uvnitř banky,Strana zelených,Převod prostředků KO JMK na volební účet SZ - volby do PS PČR 2021,,,64,Převod prostředků KO JMK na volební účet SZ - volby do PS PČR 2021,zeleni,Prevod prostredku KO JMK na volebni ucet SZ - volby do PS PCR 2021 Prevod prostredku KO JMK na volebni ucet SZ - volby do PS PCR 2021,d
2021-07-13,12923,Platba převodem uvnitř banky,Strana zelených,převod darů ZO P2 z darového účtu na volební účet SZ - volby do PS PČR 2021,,,500089,převod darů ZO P2 z darového účtu na volební účet SZ - volby do PS PČR 2021,zeleni,prevod daru ZO P2 z daroveho uctu na volebni ucet SZ - volby do PS PCR 2021 prevod daru ZO P2 z daroveho uctu na volebni ucet SZ - volby do PS PCR 2021,d
2021-07-13,-25000,Bezhotovostní platba,"",FA 210020 - poradenství a služby Public and media relations,,210020,,SZ - Svatopluk Bartík,zeleni,FA 210020 - poradenstvi a sluzby Public and media relations SZ - Svatopluk Bartik,p
2021-07-13,-41500,Bezhotovostní platba,"","FA 2021 - kreativa, organizace kampaně",,2021,,SZ - Robin Kvapil,zeleni,"FA 2021 - kreativa, organizace kampane SZ - Robin Kvapil",p
2021-07-13,-12923,Bezhotovostní platba,"",ZF 2121000399 - tisk opozičních novin Praha 2,,2121000399,500089,"ZO P2 - Vltava Labe media, a. s.",zeleni,"ZF 2121000399 - tisk opozicnich novin Praha 2 ZO P2 - Vltava Labe media, a. s.",i
2021-07-13,2e+05,Platba převodem uvnitř banky,Strana zelených,převod prostředků z darového účtu na volební účet SZ - volby do PS PČR 2021,,,,převod prostředků z darového účtu na volební účet SZ - volby do PS PČR 2021,zeleni,prevod prostredku z daroveho uctu na volebni ucet SZ - volby do PS PCR 2021 prevod prostredku z daroveho uctu na volebni ucet SZ - volby do PS PCR 2021,d
2021-07-02,30000,Platba převodem uvnitř banky,Strana zelených,Převod prostředků KO JČK na volební účet SZ - volby do PS PČR 2021,,,31,Převod prostředků KO JČK na volební účet SZ - volby do PS PČR 2021,zeleni,Prevod prostredku KO JCK na volebni ucet SZ - volby do PS PCR 2021 Prevod prostredku KO JCK na volebni ucet SZ - volby do PS PCR 2021,d
2021-06-08,-5000,Bezhotovostní platba,"",FA 2021003 - marketingové poradenství,,2021003,42,ÚLK - Jan Panocha,zeleni,FA 2021003 - marketingove poradenstvi ULK - Jan Panocha,p
2021-06-08,5000,Platba převodem uvnitř banky,Strana zelených,Převod prostředků KO ÚLK na volební účet SZ - volby do PS PČR 2021,,,42,Převod prostředků KO ÚLK na volební účet SZ - volby do PS PČR 2021,zeleni,Prevod prostredku KO ULK na volebni ucet SZ - volby do PS PCR 2021 Prevod prostredku KO ULK na volebni ucet SZ - volby do PS PCR 2021,d
2021-06-04,-15000,Okamžitá odchozí platba,"","FA 19/2021 - výroba 7 videí pro kampaň ""Ulice pro lidi""",,192021,64,JMK - Jan Fuksa,zeleni,"FA 19/2021 - vyroba 7 videi pro kampan ""Ulice pro lidi"" JMK - Jan Fuksa",p
2021-06-04,15000,Platba převodem uvnitř banky,Strana zelených,Převod prostředků KO JMK na volební účet SZ - volby do PS PČR 2021,,,64,Převod prostředků KO JMK na volební účet SZ - volby do PS PČR 2021,zeleni,Prevod prostredku KO JMK na volebni ucet SZ - volby do PS PCR 2021 Prevod prostredku KO JMK na volebni ucet SZ - volby do PS PCR 2021,d
2021-01-06,100,Platba převodem uvnitř banky,Strana zelených,převod z provozního účtu na účet pro volby do PS PČR 2021 (aktivace účtu),,,,převod z provozního účtu na účet pro volby do PS PČR 2021 (aktivace účtu),zeleni,prevod z provozniho uctu na ucet pro volby do PS PCR 2021 (aktivace uctu) prevod z provozniho uctu na ucet pro volby do PS PCR 2021 (aktivace uctu),d
2021-08-04,-500,Platba převodem uvnitř banky,"",Mičulka Zdeněk dar - Částka poslaná na volební účet místo zvláštní účet z 5.6.2021,,,,Mičulka Zdeněk dar - Částka poslaná na volební účet místo zvláštní účet z 5.6.2021,prisaha,Miculka Zdenek dar - Castka poslana na volebni ucet misto zvlastni ucet z 5.6.2021 Miculka Zdenek dar - Castka poslana na volebni ucet misto zvlastni ucet z 5.6.2021,d
2021-08-04,-500,Platba převodem uvnitř banky,"",Žigo Milan dar - Částka poslaná na volební účet místo zvláštní účet z 04.08.2021,,,,Žigo Milan dar - Částka poslaná na volební účet místo zvláštní účet z 04.08.2021,prisaha,Zigo Milan dar - Castka poslana na volebni ucet misto zvlastni ucet z 04.08.2021 Zigo Milan dar - Castka poslana na volebni ucet misto zvlastni ucet z 04.08.2021,d
2021-08-02,500,Bezhotovostní příjem,Žigo Milan,"",0,2021,,Žigo Milan,prisaha,Zigo Milan,d
2021-07-27,-605,Karetní transakce,"","Nákup: ThePay *RAYNET s.r.o.,  Francouzska 6167/5, Ostrava, 70800, CZE, dne 26.7.2021, částka  605.00 CZK",,8013,,"Nákup: ThePay *RAYNET s.r.o.,  Francouzska 6167/5, Ostrava, 70800, CZE, dne 26.7.2021, částka  605.00 CZK",prisaha,"Nakup: ThePay *RAYNET s.r.o., Francouzska 6167/5, Ostrava, 70800, CZE, dne 26.7.2021, castka 605.00 CZK Nakup: ThePay *RAYNET s.r.o., Francouzska 6167/5, Ostrava, 70800, CZE, dne 26.7.2021, castka 605.00 CZK",d
2021-07-26,-24200,Karetní transakce,"","Nákup: FACEBK *FRU785XE62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 25.7.2021, částka  24200.00 CZK",,8013,,"Nákup: FACEBK *FRU785XE62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 25.7.2021, částka  24200.00 CZK",prisaha,"Nakup: FACEBK *FRU785XE62, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 25.7.2021, castka 24200.00 CZK Nakup: FACEBK *FRU785XE62, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 25.7.2021, castka 24200.00 CZK",f
2021-07-17,-24200,Karetní transakce,"","Nákup: FACEBK *G9RH84FE62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.7.2021, částka  24200.00 CZK",,8013,,"Nákup: FACEBK *G9RH84FE62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.7.2021, částka  24200.00 CZK",prisaha,"Nakup: FACEBK *G9RH84FE62, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.7.2021, castka 24200.00 CZK Nakup: FACEBK *G9RH84FE62, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.7.2021, castka 24200.00 CZK",f
2021-07-14,-142500,Bezhotovostní platba,"",Fakturujeme Vám Monitoring webu a Průzkum 04 - 06.2021.Přijemce Šimway sro,,202188,308,Fakturujeme Vám Monitoring webu a Průzkum 04 - 06.2021.Přijemce Šimway sro,prisaha,Fakturujeme Vam Monitoring webu a Pruzkum 04 - 06.2021.Prijemce Simway sro Fakturujeme Vam Monitoring webu a Pruzkum 04 - 06.2021.Prijemce Simway sro,d
2021-07-14,-103500,Bezhotovostní platba,"",Fakturujeme Vám 150ks Bannerů a 300ks Kniha Šlachta - Čas na odvahu. Příjemce Šimwaysro,,202187,,Fakturujeme Vám 150ks Bannerů a 300ks Kniha Šlachta - Čas na odvahu. Příjemce Šimwaysro,prisaha,Fakturujeme Vam 150ks Banneru a 300ks Kniha Slachta - Cas na odvahu. Prijemce Simwaysro Fakturujeme Vam 150ks Banneru a 300ks Kniha Slachta - Cas na odvahu. Prijemce Simwaysro,o
2021-07-14,-199325,Bezhotovostní platba,"","Fakturujeme Vám sněm hnutí PŘÍSAHA z 26.06.2021, Pronájem prostor, catering,výzdoba,vybavení-obálky,kartičky,jmenovkyatd.Příjemce Šimwaysro",,202186,,"Fakturujeme Vám sněm hnutí PŘÍSAHA z 26.06.2021, Pronájem prostor, catering,výzdoba,vybavení-obálky,kartičky,jmenovkyatd.Příjemce Šimwaysro",prisaha,"Fakturujeme Vam snem hnuti PRISAHA z 26.06.2021, Pronajem prostor, catering,vyzdoba,vybaveni-obalky,karticky,jmenovkyatd.Prijemce Simwaysro Fakturujeme Vam snem hnuti PRISAHA z 26.06.2021, Pronajem prostor, catering,vyzdoba,vybaveni-obalky,karticky,jmenovkyatd.Prijemce Simwaysro",d
2021-07-14,-14634.4,Bezhotovostní platba,"",Mgr. Eva Věrná - Notářské služby sněm 26.06.2021 Ostrava,,1210087,,Mgr. Eva Věrná - Notářské služby sněm 26.06.2021 Ostrava,prisaha,Mgr. Eva Verna - Notarske sluzby snem 26.06.2021 Ostrava Mgr. Eva Verna - Notarske sluzby snem 26.06.2021 Ostrava,p
2021-07-14,-30250,Okamžitá odchozí platba,"","Martin Štěpanovský, konzultační činnost - Červen",,202118,,"Martin Štěpanovský, konzultační činnost - Červen",prisaha,"Martin Stepanovsky, konzultacni cinnost - Cerven Martin Stepanovsky, konzultacni cinnost - Cerven",d
2021-07-14,5e+05,Platba převodem uvnitř banky,PŘÍSAHA - občanské hnutí Roberta Šlachty,Převod na volební účet PŘÍSAHA,,,,Převod na volební účet PŘÍSAHA,prisaha,Prevod na volebni ucet PRISAHA Prevod na volebni ucet PRISAHA,d
2021-07-09,-25000,Okamžitá odchozí platba,"","Zuzana Gedeonová, konzultační činnost - květen",,20210007,,"Zuzana Gedeonová, konzultační činnost - květen",prisaha,"Zuzana Gedeonova, konzultacni cinnost - kveten Zuzana Gedeonova, konzultacni cinnost - kveten",d
2021-07-09,-791.05,Karetní transakce,"","Nákup: FACEBK *RT8SS4XE62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.7.2021, částka  791.05 CZK",,8013,,"Nákup: FACEBK *RT8SS4XE62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.7.2021, částka  791.05 CZK",prisaha,"Nakup: FACEBK *RT8SS4XE62, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.7.2021, castka 791.05 CZK Nakup: FACEBK *RT8SS4XE62, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 8.7.2021, castka 791.05 CZK",f
2021-07-02,-500,Platba převodem uvnitř banky,"",Žigo Milan dar - Částka poslaná na volební účet místo zvláštní účet,,,,Žigo Milan dar - Částka poslaná na volební účet místo zvláštní účet,prisaha,Zigo Milan dar - Castka poslana na volebni ucet misto zvlastni ucet Zigo Milan dar - Castka poslana na volebni ucet misto zvlastni ucet,d
2021-07-02,-182891.5,Bezhotovostní platba,"","Fakturujeme Vám výrobu reklamních a propagačních předmětů-prezenční pultíky, bannery,propisky,vlajky,samolepky. Příjemce Šimway sro",308,202178,,"Fakturujeme Vám výrobu reklamních a propagačních předmětů-prezenční pultíky, bannery,propisky,vlajky,samolepky. Příjemce Šimway sro",prisaha,"Fakturujeme Vam vyrobu reklamnich a propagacnich predmetu-prezencni pultiky, bannery,propisky,vlajky,samolepky. Prijemce Simway sro Fakturujeme Vam vyrobu reklamnich a propagacnich predmetu-prezencni pultiky, bannery,propisky,vlajky,samolepky. Prijemce Simway sro",d
2021-07-02,-16032.5,Okamžitá odchozí platba,"",Fakturujeme Vám reklamy na sociálních sítí 06 - 2021. Příjemce Šimway sro,308,202180,,Fakturujeme Vám reklamy na sociálních sítí 06 - 2021. Příjemce Šimway sro,prisaha,Fakturujeme Vam reklamy na socialnich siti 06 - 2021. Prijemce Simway sro Fakturujeme Vam reklamy na socialnich siti 06 - 2021. Prijemce Simway sro,d
2021-07-02,-144207.8,Bezhotovostní platba,"","Fakturujeme Vám zajištění BOZP a PO včetně školení a hasicích přístrojů, spisovou službu a školení. Přijemce Šimway sro",308,202181,,"Fakturujeme Vám zajištění BOZP a PO včetně školení a hasicích přístrojů, spisovou službu a školení. Přijemce Šimway sro",prisaha,"Fakturujeme Vam zajisteni BOZP a PO vcetne skoleni a hasicich pristroju, spisovou sluzbu a skoleni. Prijemce Simway sro Fakturujeme Vam zajisteni BOZP a PO vcetne skoleni a hasicich pristroju, spisovou sluzbu a skoleni. Prijemce Simway sro",d
2021-07-02,350000,Platba převodem uvnitř banky,PŘÍSAHA - občanské hnutí Roberta Šlachty,Převod na volební účet PŘÍSAHA,,,,Převod na volební účet PŘÍSAHA,prisaha,Prevod na volebni ucet PRISAHA Prevod na volebni ucet PRISAHA,d
2021-07-02,-30250,Okamžitá odchozí platba,"","Martin Štěpanovský, konzultační činnost - Květen",,202113,,"Martin Štěpanovský, konzultační činnost - Květen",prisaha,"Martin Stepanovsky, konzultacni cinnost - Kveten Martin Stepanovsky, konzultacni cinnost - Kveten",d
2021-07-01,-79479,Okamžitá odchozí platba,"",Fakturujeme Vám pronájem 11 krajských kancelářských prostor vč. poplatků a provozních nákladů za 06 - 2021.Příjemce Šimway sro,308,202179,,Fakturujeme Vám pronájem 11 krajských kancelářských prostor vč. poplatků a provozních nákladů za 06 - 2021.Příjemce Šimway sro,prisaha,Fakturujeme Vam pronajem 11 krajskych kancelarskych prostor vc. poplatku a provoznich nakladu za 06 - 2021.Prijemce Simway sro Fakturujeme Vam pronajem 11 krajskych kancelarskych prostor vc. poplatku a provoznich nakladu za 06 - 2021.Prijemce Simway sro,d
